,id,overview,title,release_date,popularity,vote_average,vote_count
1794,11931,"Irresponsible party girl Maggie is kicked out of her father's and stepmother's home—where she lives for free—and is taken in by her hard-working sister, Philadelphia lawyer Rose. After Maggie's disruptive ways ruin her sister's love life, Rose turns her out as well. But when their grandmother, who they never knew existed, comes into their lives, the sisters face some complicated truths about themselves and their family.",In Her Shoes,2005-10-07,16.259,6.179,1196
1795,335778,"Clavius, a powerful Roman military tribune, and his aide, Lucius, are tasked with solving the mystery of what happened to Jesus in the weeks following the crucifixion, in order to disprove the rumors of a risen Messiah and prevent an uprising in Jerusalem.",Risen,2016-02-18,20.822,6.2,832
1796,87496,A former Weather Underground activist goes on the run from a journalist who discovers his identity.,The Company You Keep,2012-12-20,14.492,6.174,704
1797,85373,"After suffering humiliation by the crew Invincible, street dancer Ash looks to gather the best dancers from around the world for a rematch.",StreetDance 2,2012-03-30,13.068,6.174,380
1798,81390,A group of five mountaineers are hiking and climbing in the Scottish Highlands when they discover a young Serbian girl buried in a small chamber in the wilderness. They become caught up in a terrifying game of cat and mouse with the kidnappers as they try to get the girl to safety.,A Lonely Place to Die,2011-04-09,19.367,6.2,579
1799,390061,"The story of Mark Felt, who under the name ""Deep Throat"" helped journalists Bob Woodward and Carl Bernstein uncover the Watergate scandal in 1974.",Mark Felt: The Man Who Brought Down the White House,2017-09-28,21.342,6.2,504
1800,45658,"When an alcoholic relapses, causing him to lose his wife and his job, he holds a yard sale on his front lawn in an attempt to start over. A new neighbor might be the key to his return to form.",Everything Must Go,2011-05-13,8.023,6.168,605
1801,18781,"When the Campbell family moves to upstate Connecticut, they soon learn that their charming Victorian home has a disturbing history: not only was the house a transformed funeral parlor where inconceivable acts occurred, but the owner's clairvoyant son Jonah served as a demonic messenger, providing a gateway for spiritual entities to crossover.",The Haunting in Connecticut,2009-03-27,21.119,6.2,1103
1802,14709,"In small-town Texas, high school football is a religion, 17-year-old schoolboys carry the hopes of an entire community onto the gridiron every Friday night. When star quarterback Lance Harbor suffers an injury, the Coyotes are forced to regroup under the questionable leadership of John Moxon, a second-string quarterback with a slightly irreverent approach to the game.",Varsity Blues,1999-01-15,10.597,6.167,420
1803,11917,"Following Jigsaw's grisly demise, Detective Mark Hoffman is commended as a hero, but Agent Strahm is suspicious, and delves into Hoffman's past. Meanwhile, another group of people are put through a series of gruesome tests.",Saw V,2008-10-23,29.796,6.167,3523
1804,698,"After Drax Industries' Moonraker space shuttle is hijacked, secret agent James Bond is assigned to investigate, traveling to California to meet the company's owner, the mysterious Hugo Drax. With the help of scientist Dr. Holly Goodhead, Bond soon uncovers Drax's nefarious plans for humanity, all the while fending off an old nemesis, Jaws, and venturing to Venice, Rio, the Amazon...and even outer space.",Moonraker,1979-06-26,35.933,6.167,1983
1805,1688,"In a futuristic world that has embraced ape slavery, a chimpanzee named Caesar resurfaces after almost twenty years of hiding from the authorities, and prepares for a revolt against humanity.",Conquest of the Planet of the Apes,1972-06-29,27.664,6.164,967
1806,663,"Despite Jigsaw's death, and in order to save the lives of two of his colleagues, Lieutenant Rigg is forced to take part in a new game, which promises to test him to the limit.",Saw IV,2007-10-25,29.695,6.2,3799
1807,531509,Three suburban moms travel to New York City to visit their sons.,Otherhood,2019-08-13,10.137,6.163,451
1808,369894,A man's nervous breakdown causes him to leave his wife and live in his attic for several months.,Wakefield,2017-05-19,11.552,6.2,408
1809,77930,"Mike, an experienced stripper, takes a younger performer called The Kid under his wing and schools him in the arts of partying, picking up women, and making easy money.",Magic Mike,2012-06-28,21.015,6.2,2938
1810,65759,"Mumble the penguin has a problem: his son Erik, who is reluctant to dance, encounters The Mighty Sven, a penguin who can fly! Things get worse for Mumble when the world is shaken by powerful forces, causing him to brings together the penguin nations and their allies to set things right.",Happy Feet Two,2011-11-17,28.662,6.2,1613
1811,12593,"A swinging, hypocritical college student cat raises hell in a satirical vision of the 1960s.",Fritz the Cat,1972-04-12,14.363,6.159,333
1812,11353,"On the verge of bankruptcy and desperate for his big break, aspiring filmmaker Bobby Bowfinger concocts a crazy plan to make his ultimate dream movie. Rallying a ragtag team that includes a starry-eyed ingenue, a has-been diva and a film studio gofer, he sets out to shoot a blockbuster featuring the biggest star in Hollywood, Kit Ramsey -- only without letting Ramsey know he's in the picture.",Bowfinger,1999-08-12,17.034,6.2,856
1813,10929,"Desperate for companionship, the repressed Willard befriends a group of rats that inhabit his late father's deteriorating mansion. In these furry creatures, Willard finds temporary refuge from daily abuse at the hands of his bedridden mother and his father's old partner, Frank. Soon it becomes clear that the brood of rodents is ready and willing to exact a vicious, deadly revenge on anyone who dares to bully their sensitive new master.",Willard,2003-03-14,10.088,6.2,324
1814,10070,"When a motley crew of strangers find themselves trapped in an isolated tavern, they must band together in a battle for survival against a family of flesh-hungry creatures.",Feast,2005-10-14,14.156,6.158,544
1815,11234,"Due to an experimental vaccine, Dr. Robert Neville is the only human survivor of an apocalyptic war waged with biological weapons. Besides him, only a few hundred deformed, nocturnal people remain - sensitive to light, and homicidally psychotic.",The Omega Man,1971-08-01,15.287,6.155,550
1816,10972,Tensions rise within an asbestos cleaning crew as they work in an abandoned mental hospital with a horrific past that seems to be coming back.,Session 9,2001-08-10,33.641,6.2,908
1817,692,"Notorious Baltimore criminal and underground figure Divine goes up against Connie & Raymond Marble, a sleazy married couple who make a passionate attempt to humiliate her and seize her tabloid-given title as ""The Filthiest Person Alive"".",Pink Flamingos,1972-03-17,22.579,6.2,494
1818,823625,Travis Block is a shadowy Government agent who specializes in removing operatives whose covers have been exposed. He then has to uncover a deadly conspiracy within his own ranks that reaches the highest echelons of power.,Blacklight,2022-02-10,44.304,6.154,1131
1819,492353,"Simone, a clumsy financier, falls in love with Claudia, who’s living on her grandma’s retirement checks. When the old lady dies Claudia hides the body in a freezer, and sets up a fraud with the help of some friends to avoid bankruptcy.",Put Grandma in the Freezer,2018-03-15,7.122,6.154,699
1820,77951,"In a time when dinosaurs rule the Earth, the smallest dinosaur of the herd, a playful Pachyrhinosaurus named Patchi, embarks on the biggest adventure of his life. As he tries to find his place in a spectacular world filled with fun-loving friends and a few dangerous foes, Patchi will discover the courage he needs to become the leader of the herd and a hero for the ages.",Walking with Dinosaurs,2013-12-18,26.565,6.2,476
